naziv,lokacija,placa_bruto,placa_neto,placa_po_dogovoru,prosta_mesta,trajanje,id,delovnik
DELO NA TERENU, GROSUPLJE,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421986,DOPOLDAN
STREŽBA, KOPER,8.13  ,7.00  ,False,4,DLJE ČASA (ZAČ. IN OBČ. DELO),421963,IZMENSKO
POMOČ V STREŽBI, LJUBLJANA DOBRUNJE,10.46  ,9.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421962,PO DOGOVORU
FOTOGRAFIRANJE, MARIBOR,/,/,True,2,DLJE ČASA (ZAČ. IN OBČ. DELO),421943,PO DOGOVORU
POMOČ V KUHINJI, POSTOJNA,7.21  ,6.20  ,False,2,PO DOGOVORU,421928,PO DOGOVORU
STREŽBA, POSTOJNA,7.21  ,6.20  ,False,2,PO DOGOVORU,421927,PO DOGOVORU
MONTAŽA, PO SLOVENIJI,9.47  ,8.15  ,False,1,PO DOGOVORU,421919,PO DOGOVORU
POMOČ V STREŽBI, LJUBLJANA,8.13  ,7.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),421918,PO DOGOVORU
DELO NA TERENU, LJUBLJANA IN OSTALI KRAJI PO SLOVENIJI,10.06  ,8.66  ,False,1,PO DOGOVORU,421907,PO DOGOVORU
PROMOCIJA, LAŠKO,10.65  ,9.16  ,False,5,PO DOGOVORU,421899,PO DOGOVORU
STREŽBA, ŽIROVNICA,9.30  ,8.00  ,False,1,PO DOGOVORU,421882,IZMENSKO
RAZISKOVALNO DELO," LJUBLJANA, PLANICA",,PO PROJEKTU,False,12,PO DOGOVORU,421876,PO DOGOVORU
POMOČ V KUHINJI, ANKARAN,9.30  ,8.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421838,IZMENSKO
STREŽBA, ANKARAN,9.30  ,8.00  ,False,10,DLJE ČASA (ZAČ. IN OBČ. DELO),421837,IZMENSKO
ADMINISTRATIVNA DELA, ZAGORJE,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421833,DOPOLDAN
DELO V TURIZMU, GORIŠKA BRDA,7.55  ,6.50  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421829,PO DOGOVORU
PRODAJA, LJUBLJANA CENTER,8.28  ,7.12  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421828,IZMENSKO
ZDRAVSTVENA NEGA," KOPER, IZOLA",17.43  ,15.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421818,PO DOGOVORU
STREŽBA HRANE IN PIJAČE, CELJE,8.00  ,6.88  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),421797,PO DOGOVORU
DELO V PROIZVODNJI, NAZARJE,8.10  ,6.97  ,False,10,DLJE ČASA (ZAČ. IN OBČ. DELO),421783,IZMENSKO
RAZVOZ, VRHNIKA Z OKOLICO,7.90  ,6.80  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421781,PO DOGOVORU
STREŽBA, LJUBLJANA BEŽIGRAD,9.30  ,8.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421776,PO DOGOVORU
STREŽBA, KOZJE,7.69  ,6.62  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421766,IZMENSKO
BLAGAJNIK, SLOVENSKA BISTRICA,10.00  ,8.61  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421754,IZMENSKO
PREVAJANJE, LJUBLJANA,/,/,True,2,PO DOGOVORU,421748,PO DOGOVORU
KLICNI CENTER, OKOLICA LJUBLJANA,11.62  ,10.00  ,False,6,PO DOGOVORU,421747,PO DOGOVORU
STREŽBA, MARIBOR LENT,8.72  ,7.50  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),421724,PO DOGOVORU
ELEKTROTEHNIČNA DELA, NAZARJE,7.50  ,6.45  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421710,DOPOLDAN
DELO V ZDRAVSTVU, LJUBLJANA ČRNUČE,9.30  ,8.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421703,PO DOGOVORU
POMOČ PRI PRODAJI, LJUBLJANA CENTER,7.70  ,6.63  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),421670,IZMENSKO
DELO V KUHINJI, LJUBLJANA CENTER,9.30  ,8.00  ,False,4,PO DOGOVORU,421652,PO DOGOVORU
STREŽBA, KOPER,9.30  ,8.00  ,False,2,PO DOGOVORU,421647,PO DOGOVORU
STROKOVNO DELO, LJUBLJANA,8.50  ,7.31  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421635,DOPOLDAN
STREŽBA, LJUBLJANA - BROD,9.30  ,8.00  ,False,4,PO DOGOVORU,421624,IZMENSKO
STREŽBA, LJUBLJANA,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),421623,PO DOGOVORU
PROGRAMIRANJE, MARIBOR,9.00  ,7.74  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),421614,DOPOLDAN
PROGRAMIRANJE, MARIBOR,13.00  ,11.19  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),421613,DOPOLDAN
PROGRAMIRANJE, MARIBOR,11.00  ,9.47  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421612,DOPOLDAN
STREŽBA HRANE IN PIJAČE, TRBOVLJE,8.88  ,7.64  ,False,1,PO DOGOVORU,421606,PO DOGOVORU
DELO V IGRALNICI, KRANJSKA GORA,10.00  ,8.61  ,False,4,PO DOGOVORU,421597,IZMENSKO
BLAGAJNIK, LJUBLJANA,8.72  ,7.50  ,False,3,POČITNIŠKO DELO,421548,IZMENSKO
DELO V AVTOPRALNICI, MARIBOR,8.28  ,7.12  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),421539,IZMENSKO
STREŽBA, LIMBUŠ,7.21  ,6.20  ,False,2,PO DOGOVORU,421537,MED VIKENDI
DELO NA RECEPCIJI, BLED,,"OD 7,21 DO 9,5 H BRUTO",False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421534,PO DOGOVORU
STREŽBA, RADENCI,8.13  ,7.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),421508,IZMENSKO
PISMONOŠA, JESENICE,8.00  ,6.88  ,False,2,PO DOGOVORU,421489,DOPOLDAN
RAČUNALNIŠKE STORITVE, LJUBLJANA,/,/,True,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421468,DOPOLDAN
STREŽBA HRANE IN PIJAČE, LJUBLJANA CENTER ,8.13  ,7.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),421465,IZMENSKO
POMOČ V STREŽBI, LJUBLJANA RUDNIK,8.13  ,7.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),421464,IZMENSKO
STREŽBA HRANE IN PIJAČE, LJUBLJANA RUDNIK,8.13  ,7.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),421462,IZMENSKO
PISMONOŠA, KRANJ,10.00  ,8.61  ,False,2,PO DOGOVORU,421455,DOPOLDAN
PISMONOŠA, VRHNIKA,10.00  ,8.61  ,False,3,PO DOGOVORU,421453,DOPOLDAN
PISMONOŠA, LJUBLJANA BRDO,10.00  ,8.61  ,False,1,PO DOGOVORU,421450,DOPOLDAN
PISMONOŠA, LJUBLJANA ŠIŠKA,10.00  ,8.61  ,False,1,PO DOGOVORU,421447,DOPOLDAN
PISMONOŠA, KAMNIK - DUPLICA,10.00  ,8.61  ,False,6,PO DOGOVORU,421446,DOPOLDAN
PISMONOŠA, LJUBLJANA BEŽIGRAD,10.00  ,8.61  ,False,1,PO DOGOVORU,421445,DOPOLDAN
PISMONOŠA, ŠKOFLJICA,10.00  ,8.61  ,False,1,PO DOGOVORU,421435,DOPOLDAN
PISMONOŠA, POLHOV GRADEC,10.00  ,8.61  ,False,1,PO DOGOVORU,421434,DOPOLDAN
PISMONOŠA, LJUBLJANA ŠIŠKA,10.00  ,8.61  ,False,1,PO DOGOVORU,421429,DOPOLDAN
ZDRAVSTVENA NEGA, DOMŽALE,8.13  ,7.00  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),421423,IZMENSKO
STREŽBA, LJUBLJANA - BTC,8.13  ,7.00  ,False,2,PO DOGOVORU,421418,PO DOGOVORU
DELO V PROIZVODNJI, NAZARJE,7.50  ,6.45  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),421410,IZMENSKO
PRODAJA, BLED,8.50  ,7.31  ,False,2,DO 15. 9. 2024 OZ. PO DOGOVORU,421401,DOPOLDAN
STREŽBA, LJUBLJANA VIŽMARJE,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421400,IZMENSKO
DELO V KUHINJI, SELCE,10.46  ,9.00  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),421395,PO DOGOVORU
STREŽBA HRANE IN PIJAČE, HAJDINA,8.72  ,7.50  ,False,1,PO DOGOVORU,421387,IZMENSKO
STREŽBA HRANE IN PIJAČE, DRAŽENCI PRI PTUJU,8.72  ,7.50  ,False,1,PO DOGOVORU,421386,IZMENSKO
DELO NA RECEPCIJI, DIVAČA,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421385,POPOLDAN
STREŽBA HRANE IN PIJAČE, DIVAČA,8.13  ,7.00  ,False,1,PO DOGOVORU,421384,IZMENSKO
STREŽBA HRANE IN PIJAČE, DIVAČA,8.13  ,7.00  ,False,1,PO DOGOVORU,421383,IZMENSKO
POMOČ V STREŽBI, MARIBOR TEZNO,8.83  ,7.60  ,False,2,PO DOGOVORU,421372,PO DOGOVORU
STREŽBA HRANE IN PIJAČE, LJUBLJANA,7.55  ,6.50  ,False,2,PO DOGOVORU,421356,PO DOGOVORU
DELO V TURIZMU, DIVAČA,/,/,True,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421345,PO DOGOVORU
ZDRAVSTVENA NEGA, LJUBLJANA,7.50  ,6.45  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421344,DOPOLDAN
STREŽBA, CELJE,/,/,True,1,"PO DOGOVORU, OBČASNO",421330,IZMENSKO
POSPEŠEVANJE PRODAJE, LJUBLJANA,/,/,True,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421306,IZMENSKO
DELO S STRANKAMI, LJUBLJANA,8.72  ,7.50  ,False,3,PO DOGOVORU,421299,PO DOGOVORU
STREŽBA, PIRAN,8.72  ,7.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),421294,PO DOGOVORU
POMOČ V KUHINJI, ILIRSKA BISTRICA,9.30  ,8.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421280,PO DOGOVORU
DELO V PROIZVODNJI, KAMNIK,10.00  ,8.61  ,False,4,DLJE ČASA (ZAČ. IN OBČ. DELO),421266,DOPOLDAN
STREŽBA, KAMNA GORICA,8.72  ,7.50  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421263,PO DOGOVORU
RAZVOZ, ŠMARTNO PRI LITIJI,7.50  ,6.45  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),421257,POPOLDAN
POMOČ PRI PRODAJI, LJUBLJANA,7.50  ,6.45  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),421253,IZMENSKO
STREŽBA HRANE IN PIJAČE, DOBROVO V BRDIH,9.20  ,7.92  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),421220,MED VIKENDI
STREŽBA HRANE IN PIJAČE, KAMNIŠKA BISTRICA,10.46  ,9.00  ,False,3,PO DOGOVORU,421217,PO DOGOVORU
POMOČ V KUHINJI, ŠENTILJ,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421206,IZMENSKO
PROMOCIJA, SEŽANA,10.65  ,9.16  ,False,5,PO DOGOVORU,421203,PO DOGOVORU
DELO V KUHINJI, MURSKA SOBOTA,8.60  ,7.40  ,False,10,PO DOGOVORU,421191,PO DOGOVORU
DELO V KUHINJI, LJUBLJANA,8.60  ,7.40  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),421186,POPOLDAN
DELO NA BENCINSKEM SERVISU, LJUBLJANA,8.28  ,7.12  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),421147,IZMENSKO
ADMINISTRATIVNA DELA, GROSUPLJE,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421142,DOPOLDAN
STREŽBA HRANE IN PIJAČE, LJUBLJANA ,10.00  ,8.61  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),421141,MED VIKENDI
DELO V PROIZVODNJI, PTUJ,7.80  ,6.59  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),421138,PO DOGOVORU
ZAHTEVNA ADMINISTRATIVNA DELA, LJUBLJANA,8.19  ,7.05  ,False,1,PO DOGOVORU,421128,DOPOLDAN
STREŽBA, DOMŽALE,9.30  ,8.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421109,PO DOGOVORU
ELEKTROTEHNIČNA DELA, LJUBLJANA Z OKOLICO,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),421078,DOPOLDAN
PRODAJA, LJUBLJANA RUDNIK ,8.28  ,7.12  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),421071,IZMENSKO
LAŽJA FIZIČNA DELA, SMLEDNIK,/,/,True,2,DO OKTOBRA,421067,IZMENSKO
STREŽBA, KRANJ,9.30  ,8.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421051,IZMENSKO
DELO V TURIZMU, LJUBLJANA,9.30  ,8.00  ,False,2,POLETNA SEZONA,421038,IZMENSKO
MASER/KA, LJUBLJANA CENTER,11.83  ,10.18  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),421032,PO DOGOVORU
DELO V TURIZMU, TRŽIČ,8.72  ,7.50  ,False,4,DLJE ČASA (ZAČ. IN OBČ. DELO),421025,PO DOGOVORU
DELO V KUHINJI, LJUBLJANA,8.72  ,7.50  ,False,4,DLJE ČASA (ZAČ. IN OBČ. DELO),421024,PO DOGOVORU
STREŽBA HRANE IN PIJAČE, LJUBLJANA,8.28  ,7.12  ,False,3,PO DOGOVORU,421010,PO DOGOVORU
STREŽBA, LJUBLJANA,9.30  ,8.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),421006,PO DOGOVORU
DELO V LABORATORIJU, KAMNIK,7.50  ,6.45  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),420986,PO DOGOVORU
SESTAVLJANJE, MARIBOR,7.21  ,6.20  ,False,1,PO DOGOVORU,420984,DOPOLDAN
KURIR/KA, SLOVENSKA BISTRICA,9.30  ,8.00  ,False,5,PO DOGOVORU,420971,DOPOLDAN
KURIR/KA, PTUJ,9.30  ,8.00  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),420970,DOPOLDAN
STREŽBA, LJUBLJANA BTC,8.13  ,7.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),420963,IZMENSKO
POMOČ V STREŽBI, LJUBLJANA BTC,8.13  ,7.00  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),420960,PO DOGOVORU
ADMINISTRATIVNA DELA, MARIBOR,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),420957,DOPOLDAN
STREŽBA, MIRNA ,9.30  ,8.00  ,False,2,POČITNIŠKO DELO,420922,PO DOGOVORU
POMOČ V STREŽBI, VRHNIKA,8.72  ,7.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),420894,PO DOGOVORU
STREŽBA, LJUBLJANA - ŠIŠKA,8.28  ,7.12  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),420869,POPOLDAN
DELO V TISKARNI, MARIBOR,8.28  ,7.12  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),420867,IZMENSKO
POMOČ V TRGOVINI, LJUBLJANA,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),420861,PO DOGOVORU
STREŽBA, IZOLA,9.30  ,8.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),420854,IZMENSKO
POMOČ V KUHINJI, CELJE,10.00  ,8.61  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),420853,POPOLDAN
STREŽBA, KAMNIK,8.43  ,7.25  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),420835,IZMENSKO
STREŽBA, MARIBOR,7.55  ,6.50  ,False,2,PO DOGOVORU,420832,PO DOGOVORU
ZDRAVSTVENA NEGA, ŠKOFJA LOKA,9.47  ,8.15  ,False,4,PO DOGOVORU,420822,IZMENSKO
ČIŠČENJE, MARIBOR,8.20  ,7.06  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),420802,IZMENSKO
STREŽBA HRANE IN PIJAČE, HOČE,8.28  ,7.12  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),420798,PO DOGOVORU
STREŽBA, LJUBLJANA,9.30  ,8.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),420796,IZMENSKO
ZDRAVSTVENA NEGA, LENDAVA,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),420794,DOPOLDAN
STREŽBA, DRAMLJE,9.76  ,8.40  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),420747,PO DOGOVORU
STREŽBA, SLOVENSKA BISTRICA,9.76  ,8.40  ,False,1,PO DOGOVORU,420746,IZMENSKO
KLICNI CENTER, TRZIN,10.00  ,8.61  ,False,4,DLJE ČASA (ZAČ. IN OBČ. DELO),420715,DOPOLDAN
STREŽBA, LJUBLJANA,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),420663,PO DOGOVORU
INŠTALACIJE," RIBNICA, VELIKE LAŠČE, OBČASNO LJUBLJANA",9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),420658,DOPOLDAN
BLAGAJNIK, MOZIRJE,8.00  ,6.88  ,False,1,POČITNIŠKO DELO,420629,IZMENSKO
DELO V SKLADIŠČU, CELJE,8.13  ,7.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),420616,POPOLDAN
DELO V KUHINJI, HOČKO POHORJE,10.00  ,8.61  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),420604,IZMENSKO
STREŽBA, LJUBLJANA,11.00  ,9.47  ,False,4,PO DOGOVORU,420594,IZMENSKO
STREŽBA, KAMNIK,11.62  ,10.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),420588,PO DOGOVORU
BLAGAJNIK, TRŽIČ,9.00  ,7.74  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),420580,PO DOGOVORU
DELO V KUHINJI, LJUBLJANA CENTER,8.13  ,7.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),420575,PO DOGOVORU
STREŽBA, MARIBOR,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),420554,PO DOGOVORU
POMOČ V TRGOVINI, LJUBLJANA,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),420542,PO DOGOVORU
STREŽBA, TOPOLŠICA,8.10  ,6.97  ,False,3,PO DOGOVORU,420523,PO DOGOVORU
PROJEKTIRANJE, LJUBLJANA,8.28  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),420521,DOPOLDAN
UREDNIK SPLETNIH VSEBIN, MARIBOR,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),420515,DOPOLDAN
STREŽBA, RADOMLJE,9.30  ,8.00  ,False,1,PO DOGOVORU,420510,PO DOGOVORU
DELO NA RECEPCIJI, RADENCI,8.50  ,7.31  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),420483,PO DOGOVORU
STREŽBA HRANE IN PIJAČE, VOLIČINA,8.88  ,7.64  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),420481,PO DOGOVORU
POMOČNIK VZGOJITELJA/VZGOJITELJICE, LJUBLJANA,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),420474,DOPOLDAN
STREŽBA, KAMNIK,8.72  ,7.50  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),420465,IZMENSKO
STREŽBA HRANE IN PIJAČE, RIBNO,9.30  ,8.00  ,False,1,PO DOGOVORU,420460,PO DOGOVORU
STREŽBA, ČRNOMELJ,9.47  ,8.15  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),420448,PO DOGOVORU
STREŽBA," VRHNIKA, BOROVNICA",11.50  ,9.90  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),420415,PO DOGOVORU
FIZIČNA DELA, LJUBLJANA,8.13  ,7.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),420414,IZMENSKO
ELEKTROTEHNIČNA DELA, LJUBLJANA ČRNUČE,8.13  ,7.00  ,False,1,PO DOGOVORU,420407,DOPOLDAN
STREŽBA, SOLČAVA,8.13  ,7.00  ,False,1,DO 31. 10. 2024 (ZAČ. IN OBČ. DELO),420395,IZMENSKO
STREŽBA, IZOLA,7.21  ,6.20  ,False,5,DLJE ČASA (ZAČ. IN OBČ. DELO),420388,PO DOGOVORU
POMOČ V STREŽBI, CELJE,9.30  ,8.00  ,False,2,PO DOGOVORU,420378,PO DOGOVORU
POMOČ V KUHINJI, SOLČAVA,8.13  ,7.00  ,False,1,DO 31. 10. 2024 (ZAČ. IN OBČ. DELO),420362,IZMENSKO
SOBAR/ICA, SOLČAVA,8.13  ,7.00  ,False,2,DO 31. 10. 2024 (ZAČ. IN OBČ. DELO),420361,DOPOLDAN
DELO V TURIZMU, BLED,10.00  ,8.61  ,False,2,PO DOGOVORU,420350,DOPOLDAN
UČITELJ/ICA PLAVANJA, LJUBLJANA,13.95  ,12.00  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),420325,PO DOGOVORU
POMOČ V STREŽBI, LOGATEC,8.72  ,7.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),420323,IZMENSKO
STREŽBA, LJUBLJANA - CENTER,9.88  ,8.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),420312,PO DOGOVORU
STREŽBA HRANE IN PIJAČE, ZGORNJA LOŽNICA,11.62  ,10.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),420311,MED VIKENDI
INFORMATIKA, NAZARJE,8.10  ,6.97  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),420304,DOPOLDAN
POMOČ V KUHINJI, LENDAVA,7.50  ,6.45  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),420303,DOPOLDAN
POMOČ V KUHINJI, DOBENO ,9.30  ,8.00  ,False,1,PO DOGOVORU,420263,MED VIKENDI
KOZMETIČNE STORITVE, LJUBLJANA,8.88  ,7.64  ,False,1,PO DOGOVORU,420219,IZMENSKO
STREŽBA, LENDAVA,8.28  ,7.12  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),420199,PO DOGOVORU
POMOČ V TRGOVINI, RENČE,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),420160,PO DOGOVORU
BLAGAJNIK, CERKNICA,8.00  ,6.88  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),420135,PO DOGOVORU
PROMOCIJA," NOVA GORICA, AJDOVŠČINA",10.65  ,9.16  ,False,5,PO DOGOVORU,420043,PO DOGOVORU
MODEL , ŠKOFJA LOKA,23.24  ,20.00  ,False,5,PO DOGOVORU,420034,DOPOLDAN
STREŽBA, LJUBLJANA PRULE,9.30  ,8.00  ,False,3,POČITNIŠKO DELO,420024,IZMENSKO
STREŽBA, LENART,8.00  ,6.88  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),420019,PO DOGOVORU
PLAKATIRANJE, POSAVJE,7.21  ,6.20  ,False,1,PO DOGOVORU,420016,PO DOGOVORU
PLAKATIRANJE, DOLENJSKA,7.21  ,6.20  ,False,1,PO DOGOVORU,420015,PO DOGOVORU
STREŽBA, SEVNICA,7.21  ,6.20  ,False,2,PO DOGOVORU,420014,PO DOGOVORU
DELO V KUHINJI, LJUBLJANA,8.72  ,7.50  ,False,4,DLJE ČASA (ZAČ. IN OBČ. DELO),420004,PO DOGOVORU
STREŽBA, TRBOVLJE,7.55  ,6.50  ,False,1,PO DOGOVORU,419974,PO DOGOVORU
STREŽBA, KISOVEC,7.55  ,6.50  ,False,2,PO DOGOVORU,419973,PO DOGOVORU
STREŽBA, SLOVENSKE KONJICE,8.13  ,7.00  ,False,5,PO DOGOVORU,419963,PO DOGOVORU
POMOČ V KUHINJI, KRANJ,8.72  ,7.50  ,False,1,PO DOGOVORU,419962,PO DOGOVORU
STROKOVNO DELO, ŠENČUR,/,/,True,3,DLJE ČASA (ZAČ. IN OBČ. DELO),419947,DOPOLDAN
ČIŠČENJE, TRZIN,15.00  ,12.91  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),419942,PO DOGOVORU
STREŽBA, IZOLA,7.21  ,6.20  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),419931,IZMENSKO
STREŽBA, LJUBLJANA,8.37  ,7.20  ,False,2,POČITNIŠKO DELO,419927,IZMENSKO
DELO NA BENCINSKEM SERVISU, POVIR,9.23  ,7.94  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),419908,IZMENSKO
KOMERCIALNA DELA, TRZIN,9.47  ,8.15  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),419900,DOPOLDAN
DELO NA TERENU, PESNICA MARIBOR,7.50  ,6.45  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),419869,DOPOLDAN
STREŽBA, KAMNIK,8.13  ,7.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),419849,PO DOGOVORU
STREŽBA HRANE IN PIJAČE, KRVAVEC,9.30  ,8.00  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),419827,PO DOGOVORU
POMOČ V KUHINJI, LJUBLJANA,7.55  ,6.50  ,False,4,DLJE ČASA (ZAČ. IN OBČ. DELO),419826,IZMENSKO
STREŽBA, LJUBLJANA,8.72  ,7.50  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),419795,PO DOGOVORU
PRAVNE STORITVE, LJUBLJANA,8.13  ,7.00  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),419794,DOPOLDAN
MONTAŽA, LJUBLJANA,9.47  ,8.15  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),419719,IZMENSKO
DELO NA BENCINSKEM SERVISU, KOMENDA,9.88  ,8.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),419696,POPOLDAN
DELO V PROIZVODNJI, LESKOVEC PRI KRŠKEM,8.00  ,6.88  ,False,3,DLJE ČASA (ZAČ. IN OBČ. DELO),419689,IZMENSKO
STREŽBA HRANE IN PIJAČE, NOVO MESTO,7.55  ,6.50  ,False,2,DLJE ČASA (ZAČ. IN OBČ. DELO),419664,PO DOGOVORU
STREŽBA, ZGORNJA POLSKAVA,8.28  ,7.12  ,False,1,DLJE ČASA (ZAČ. IN OBČ. DELO),419643,IZMENSKO
